Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Émissions de CO2 (kt),EN.ATM.CO2E.KT,Islande,ISL,1998.515,2163.53,1961.845,1881.171,1873.837,1899.506,1983.847,1987.514,2064.521,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,Inde,IND,619154.615,1031853.463,1719690.988,1836561.945,2013788.055,2030971.617,2232729.957,2337749.17,2407671.526,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,Indonésie,IDN,149565.929,263418.945,428760.308,509969.69,529632.144,415012.725,369945.295,512749.276,563324.54,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,"Iran, République islamique d’",IRN,210463.798,372237.17,573031.089,589055.879,611761.943,619524.982,652392.303,650078.426,661710.15,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,Iraq,IRQ,49907.87,72445.252,112195.532,136830.438,154446.706,165612.721,166628.48,167273.872,190060.61,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,Irlande,IRL,31217.171,41228.081,40058.308,35635.906,35588.235,34873.17,34004.091,35907.264,37711.428,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,Île de Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,Israël,ISR,36295.966,60259.811,68880.928,69130.284,75529.199,66039.003,62881.716,66207.685,65166.257,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,Italie,ITA,417550.289,450564.29,405361.181,397994.178,369468.585,345317.723,320411.459,..,..,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,Jamaïque,JAM,7532.018,10307.937,7161.651,7730.036,7370.67,8001.394,7293.663,7572.355,8225.081,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,Japon,JPN,1092395.633,1219281.167,1172611.258,1190469.548,1229622.107,1244616.47,1206674.021,1163803.124,1135886.253,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,Jordanie,JOR,10634.3,15507.743,21180.592,21668.303,24444.222,24462.557,26571.082,26200.715,25107.949,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,Kazakhstan,KAZ,..,118099.402,248549.26,259058.882,242971.753,262846.893,248395.246,242091.673,247207.138,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,Kenya,KEN,5823.196,10417.947,12174.44,13457.89,12541.14,13333.212,14436.979,17018.547,17909.628,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,Kiribati,KIR,22.002,33.003,58.672,55.005,51.338,51.338,58.672,62.339,66.006,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,"Corée, République démocratique de",PRK,123955.601,69661.999,50776.949,36989.029,38378.822,27803.194,31349.183,25423.311,28283.571,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,"Corée, République de",KOR,246943.114,447561.017,566716.515,589400.577,583966.083,592499.192,587156.373,597354.3,620302.386,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,Kosovo,XKX,..,..,8426.766,8368.094,7942.722,8074.734,7260.66,8408.431,8943.813,..,..,..
Émissions de CO2 (kt),EN.ATM.CO2E.KT,Koweït,KWT,37909.446,53560.202,89625.147,86658.544,100516.137,94821.286,88371.033,92984.119,98733.975,..,..,..
